"year","country","school_id","student_id","mother_educ","father_educ","gender","computer","internet","math","read","science","stu_wgt","desk","room","dishwasher","television","computer_n","car","book","wealth","escs"
2022,"AUS","3600339",3608482,"ISCED 3A","ISCED 3A","male","yes","no",582.682,487.448,606.141,25.98435,NA,"yes",NA,"1","1","2","201-500",NA,-0.3694
2022,"AUS","3600422",3606897,"ISCED 3A","ISCED 3A","female","yes","yes",439.772,395.377,438.844,10.23501,NA,"yes",NA,"1","1","2","more than 500",NA,1.3486
2022,"AUS","3600163",3617728,"ISCED 3B, C",NA,"female","yes","yes",394.208,365.349,330.541,16.64142,NA,"yes",NA,"1","1","0","11-25",NA,-0.3435
2022,"AUS","3600309",3619508,"ISCED 3A","ISCED 3A","female","yes","yes",514.864,592.738,545.045,21.52544,NA,"yes",NA,"2","1","2","more than 500",NA,1.3649
2022,"AUS","3600738",3619834,"ISCED 2","ISCED 3B, C","male","yes","yes",411.929,305.111,352.459,21.03036,NA,"yes",NA,"3+","1","2","more than 500",NA,0.6807
2022,"AUS","3600643",3616287,"ISCED 3A","ISCED 3A","female","yes","yes",563.313,596.772,629.841,16.30741,NA,"yes",NA,"0","0","2","more than 500",NA,1.4318
2022,"AUS","3600407",3605161,"ISCED 3A","ISCED 3A","male","yes","yes",570.719,572.894,618.361,3.24215,NA,"yes",NA,"2","1","2","201-500",NA,1.2088
2022,"AUS","3600414",3612429,NA,NA,"female",NA,NA,427.999,408.181,357.393,5.39764,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,"AUS","3600031",3611689,"ISCED 3A","ISCED 3A","female","yes","yes",410.64,437.501,500.5,20.25531,NA,"yes",NA,"1","1","2",NA,NA,0.5251
2022,"AUS","3600112",3614896,"ISCED 3A","ISCED 2","male","yes","yes",390.558,497.522,557.194,25.50967,NA,"yes",NA,"2","0","1","more than 500",NA,0.8839
2022,"AUS","3600200",3620010,"ISCED 3A","ISCED 2","female","yes","yes",454.094,565.804,523.454,10.42435,NA,"yes",NA,"2","0","3+","11-25",NA,-1.1189
2022,"AUS","3600473",3620058,"ISCED 3A","ISCED 3B, C","female","yes","yes",510.132,414.546,524.404,20.18899,NA,"yes",NA,"1","0","2","101-200",NA,-0.1213
2022,"AUS","3600682",3601511,"ISCED 2",NA,"female","no","yes",335.473,328.573,289.637,9.93029,NA,"yes",NA,"1","1","1","0-10",NA,-0.8431
2022,"AUS","3600240",3619639,"ISCED 3A","ISCED 3B, C","male","yes","yes",405.804,466.023,454.402,8.94773,NA,"yes",NA,"3+","1","3+","101-200",NA,0.1775
2022,"AUS","3600005",3608985,"ISCED 3A","ISCED 3A","male","yes","yes",613.24,668.278,593.137,15.40979,NA,"yes",NA,"1","1","3+","201-500",NA,1.1883
2022,"AUS","3600520",3610812,"ISCED 3A","ISCED 3B, C","male","yes","yes",372.46,372.182,393.289,8.83958,NA,"yes",NA,"2","0","1","201-500",NA,0.0825
2022,"AUS","3600204",3611120,"ISCED 3A","ISCED 2","male","yes","yes",389.842,472.824,452.56,22.99058,NA,"yes",NA,"2","1","3+","101-200",NA,0.6199
2022,"AUS","3600555",3612892,NA,NA,"female",NA,NA,422.865,368.375,413.466,6.23346,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,"AUS","3600272",3604412,"ISCED 3A","ISCED 3B, C","female","yes","yes",519.639,559.143,576.544,19.70761,NA,"yes",NA,"2","2","2","101-200",NA,-0.3907
2022,"AUS","3600114",3604592,"ISCED 3A","ISCED 3A","female","yes","yes",492.344,600.367,520.169,33.91781,NA,"yes",NA,"1","1","1","101-200",NA,0.7272
2022,"AUS","3600267",3610994,"ISCED 3A","ISCED 3A","male","yes","yes",436.701,308.557,493.118,10.15165,NA,"yes",NA,"2","1","3+","26-100",NA,-0.0471
2022,"AUS","3600686",3617739,"ISCED 3B, C","ISCED 3A","male","yes","yes",580.975,609.281,610.411,30.08641,NA,"yes",NA,"1","1","2","101-200",NA,0.0775
2022,"AUS","3600330",3609775,"ISCED 3A","ISCED 3A","female","yes","yes",524.102,575.009,532.087,25.25367,NA,"yes",NA,"1","1","2","201-500",NA,0.5894
2022,"AUS","3600750",3604601,"ISCED 3A","ISCED 3B, C","male","yes","yes",683.925,590.565,692.939,12.20929,NA,"yes",NA,"1","0","1","101-200",NA,0.6237
2022,"AUS","3600311",3604117,NA,NA,"female",NA,NA,511.53,553.707,563.159,8.34619,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,"AUS","3600362",3611305,NA,NA,"male",NA,NA,506.585,518.089,500.419,7.51852,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,"AUS","3600488",3606378,"ISCED 2","ISCED 2","male","yes","yes",425.058,490.623,496.309,13.14979,NA,"yes",NA,"2","1","2","101-200",NA,-1.4188
2022,"AUS","3600631",3600051,"ISCED 3A","ISCED 2","female","yes","yes",419.048,404.162,420.553,22.70073,NA,"yes",NA,"2","0","2","26-100",NA,-0.1219
2022,"AUS","3600312",3602065,"ISCED 3A","ISCED 3A","male","yes","yes",745.802,792.703,742.502,20.2547,NA,"yes",NA,"1","0","1","more than 500",NA,1.2521
2022,"AUS","3600680",3618799,"ISCED 3A","ISCED 3A","female","yes","yes",546.87,604.824,642.035,19.34822,NA,"yes",NA,"1","2","2",NA,NA,1.1183
2022,"AUS","3600679",3603921,"ISCED 1","ISCED 3A","female","yes","yes",426.877,472.903,393.772,29.02356,NA,"yes",NA,"2","0","2","11-25",NA,0.2506
2022,"AUS","3600150",3617311,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",546.292,631.045,669.279,37.57969,NA,"yes",NA,"2","1","1","26-100",NA,0.9265
2022,"AUS","3600440",3617209,"ISCED 3A","ISCED 3A","female","yes","yes",499.539,601.548,499.659,23.09902,NA,"yes",NA,"1","1","2","201-500",NA,0.9831
2022,"AUS","3600298",3617788,"ISCED 3A","ISCED 3A","male","yes","yes",598.387,599.212,574.851,23.15946,NA,"yes",NA,"1","1","1","more than 500",NA,1.374
2022,"AUS","3600715",3605253,"ISCED 3A","ISCED 2","female","yes","yes",408.545,589.541,544.053,19.20327,NA,"yes",NA,"1","0","1","26-100",NA,0.2649
2022,"AUS","3600193",3602167,"ISCED 3A","ISCED 3A","female","yes","yes",621.998,665.496,668.186,3.18284,NA,"yes",NA,"2","1","3+",NA,NA,1.7881
2022,"AUS","3600556",3614462,"ISCED 3A","ISCED 3A","female","yes","yes",605.941,529.649,613.488,4.91136,NA,"yes",NA,"2","1","3+","more than 500",NA,1.2991
2022,"AUS","3600611",3612046,"less than ISCED1",NA,"male","no","yes",388.33,372.673,304.167,18.87272,NA,"no",NA,"2","0","3+","11-25",NA,-2.5946
2022,"AUS","3600442",3615766,"ISCED 3A","ISCED 2","female","yes","yes",500.05,554.15,606.875,29.39293,NA,"no",NA,"1","0","0","101-200",NA,-0.4937
2022,"AUS","3600284",3612148,"ISCED 3A","ISCED 3A","female","yes","yes",665.992,631.938,656.455,13.47335,NA,"yes",NA,"2","1","3+","more than 500",NA,1.0597
2022,"AUS","3600114",3613943,NA,NA,"male","yes","yes",439.194,400.308,405.463,39.32813,NA,"yes",NA,"2","0","1","11-25",NA,-0.7481
2022,"AUS","3600321",3609914,"ISCED 3A","ISCED 3A","female","yes","yes",452.952,492.38,505.211,21.17801,NA,"yes",NA,"1","1","3+","101-200",NA,0.5083
2022,"AUS","3600290",3620188,"ISCED 3A","ISCED 3A","female","yes","yes",581.278,625.947,664.897,22.06927,NA,"yes",NA,"1","1","3+","more than 500",NA,1.337
2022,"AUS","3600282",3616283,"ISCED 2","ISCED 2","male","yes","yes",642.91,632.648,628.063,4.31407,NA,"yes",NA,"3+","2","2","101-200",NA,-0.5456
2022,"AUS","3600016",3602836,"ISCED 3A","ISCED 3A","female","yes","yes",639.477,656.562,616.359,26.35004,NA,"yes",NA,"1","2","2","more than 500",NA,1.7099
2022,"AUS","3600644",3615134,"ISCED 2","ISCED 2","male","yes","yes",334.863,239.502,396.102,10.80864,NA,"yes",NA,"2","1","0","11-25",NA,-1.8732
2022,"AUS","3600078",3614769,"ISCED 3B, C","ISCED 2","female","yes","yes",397.137,397.441,337.791,17.10255,NA,"yes",NA,"2","1","2","26-100",NA,0.1276
2022,"AUS","3600506",3605976,"ISCED 3A","ISCED 3A","male","yes","yes",659.521,640.329,656.836,20.79233,NA,"yes",NA,"2","2","2",NA,NA,1.5517
2022,"AUS","3600203",3619997,"ISCED 3A","ISCED 3A","male","yes","yes",587.154,415.989,537.181,24.45176,NA,"yes",NA,"1","1","3+","more than 500",NA,1.4893
2022,"AUS","3600712",3600326,"ISCED 3A","ISCED 3A","female","yes","yes",684.156,713.167,628.184,24.46548,NA,"no",NA,"1","1","2","26-100",NA,-0.5703
2022,"AUT","4000040",4009340,"ISCED 3A","ISCED 3A","female","yes","yes",410.101,453.269,417.2,9.83122,NA,"yes",NA,"2","1","1","101-200",NA,-1.0956
2022,"AUT","4000077",4002082,NA,NA,"male","yes","yes",534.158,487.204,492.966,10.50306,NA,"yes",NA,"1","2","2","201-500",NA,0.0092
2022,"AUT","4000142",4006843,NA,NA,"female","yes","yes",446.267,542.236,444.013,11.9608,NA,"yes",NA,"2","0","2","101-200",NA,-0.3249
2022,"AUT","4000061",4008351,"ISCED 3A","ISCED 3A","male","yes","yes",476.874,471.354,443.335,9.3688,NA,"yes",NA,"2","1","2","26-100",NA,0.4513
2022,"AUT","4000166",4002887,NA,"ISCED 3A","female","yes","yes",462.498,504.3,480.95,11.4896,NA,"yes",NA,"1","0","2","201-500",NA,0.0808
2022,"AUT","4000207",4007677,"ISCED 3A","ISCED 3A","male","yes","yes",544.018,526.407,507.491,14.38926,NA,"yes",NA,"2","1","2","201-500",NA,0.3635
2022,"AUT","4000282",4005249,"ISCED 3A",NA,"male","yes","yes",674.157,604.716,701.44,19.18182,NA,"yes",NA,"1","1","3+","101-200",NA,0.9917
2022,"AUT","4000046",4001510,NA,NA,"female","yes","yes",352.522,345.126,374.181,12.53931,NA,"no",NA,NA,NA,"0",NA,NA,-1.7581
2022,"AUT","4000090",4005796,"ISCED 3A","ISCED 3A","female","yes","yes",326.963,264.995,267.893,22.35196,NA,"yes",NA,"1","2","1",NA,NA,1.5617
2022,"AUT","4000031",4006613,NA,"ISCED 3A","female","yes","yes",577.437,612.883,624.771,12.8849,NA,"yes",NA,"1","1","2",NA,NA,0.6973
2022,"AUT","4000086",4001091,"ISCED 2","ISCED 3A","male","yes","yes",474.655,373.627,446.207,8.9254,NA,"yes",NA,"2","1","2","101-200",NA,-0.1787
2022,"AUT","4000081",4006018,"ISCED 2","ISCED 3A","female","yes","yes",451.599,349.568,405.801,14.84506,NA,"yes",NA,"1",NA,"1","26-100",NA,-1.2387
2022,"AUT","4000241",4003797,"ISCED 3A",NA,"male","yes","yes",520.764,484.122,595.74,16.5381,NA,"yes",NA,"1","1","2",NA,NA,1.577
2022,"AUT","4000014",4002722,"ISCED 3A","ISCED 3A","female","yes","yes",430.666,563.949,449.289,10.13905,NA,"yes",NA,"2","1","2","11-25",NA,-0.2658
2022,"AUT","4000084",4007526,NA,NA,"male","yes","yes",360.35,303.711,353.902,15.11166,NA,"no",NA,"2","0","2","11-25",NA,-0.3438
2022,"AUT","4000068",4000714,"ISCED 2",NA,"male","yes","yes",526.974,483.168,516.724,8.89816,NA,"yes",NA,"2","0","3+","101-200",NA,0.9131
2022,"AUT","4000130",4007062,"ISCED 3A","ISCED 3A","male","yes","yes",570.22,504.035,605.791,19.0116,NA,"yes",NA,"1","0","1","101-200",NA,0.2723
2022,"AUT","4000215",4006367,"ISCED 3A","ISCED 3A","female","yes","yes",577.726,644.182,600.536,12.13162,NA,"yes",NA,"1","0","2","101-200",NA,0.1384
2022,"AUT","4000098",4008574,"ISCED 3A","ISCED 3A","male","yes","yes",631.977,654.076,688.762,13.3511,NA,"yes",NA,"1","1","2","more than 500",NA,1.0482
2022,"AUT","4000010",4003475,"ISCED 3A",NA,"male","yes","yes",540.464,542.888,578.113,15.81221,NA,"yes",NA,"1",NA,"2",NA,NA,1.6672
2022,"AUT","4000001",4003653,"ISCED 3A","ISCED 3A","female","yes","yes",370.535,381.701,351.112,11.64647,NA,"no",NA,"1","0","1","11-25",NA,-1.3581
2022,"AUT","4000189",4004143,"ISCED 2","ISCED 3A","female","yes","yes",309.749,273.678,355.113,9.76951,NA,"yes",NA,"2","1","1","101-200",NA,-0.7835
2022,"AUT","4000284",4006799,"ISCED 3A",NA,"female","yes","yes",438.358,404.286,470.812,10.40798,NA,"yes",NA,"2","1","3+","more than 500",NA,0.7287
2022,"AUT","4000089",4001843,"ISCED 3A","ISCED 3A","female","yes","yes",498.947,592.656,465.783,14.52268,NA,"yes",NA,"2","3+","2","more than 500",NA,1.6707
2022,"AUT","4000113",4009648,"ISCED 3A","ISCED 3A","male","yes","yes",582.27,627.467,677.115,12.82416,NA,"yes",NA,"1","1","1","101-200",NA,0.8421
2022,"AUT","4000297",4005921,"ISCED 3A","ISCED 3A","male","yes","yes",376.373,317.046,316.711,9.51408,NA,"yes",NA,"1","1","1","0-10",NA,0.2159
2022,"AUT","4000138",4005286,"ISCED 2","ISCED 3A","male","yes","yes",388.967,392.529,404.625,21.85028,NA,"no",NA,"1","0","2","101-200",NA,-0.8604
2022,"AUT","4000283",4003480,"ISCED 3A","ISCED 3A","male","yes","yes",494.555,525.346,568.653,13.87536,NA,"yes",NA,"1","0","2",NA,NA,1.0729
2022,"AUT","4000200",4000384,"less than ISCED1","less than ISCED1","female","yes","yes",448.217,474.33,472.526,11.10053,NA,"yes",NA,"1","1","1","26-100",NA,-2.4139
2022,"AUT","4000117",4004019,"ISCED 1",NA,"female","yes","yes",367.561,325.346,368.592,10.34983,NA,"no",NA,"1","0","1","101-200",NA,-0.8536
2022,"AUT","4000107",4005954,"ISCED 3A",NA,"female","yes","yes",489.073,595.445,539.76,11.28439,NA,"yes",NA,"1","0","1",NA,NA,0.7323
2022,"AUT","4000224",4000681,"ISCED 3A","ISCED 3A","female","yes","yes",682.352,665.89,723.22,10.43229,NA,"yes",NA,"1","1","1",NA,NA,1.5372
2022,"AUT","4000221",4007223,"less than ISCED1","ISCED 3A","male","no","no",508.479,313.985,349.77,24.68462,NA,"yes",NA,"0","0","1","26-100",NA,-0.52
2022,"AUT","4000232",4004030,NA,NA,"male","yes","yes",371.944,257.631,342.835,10.25799,NA,"yes",NA,"2","2","2","101-200",NA,1.1521
2022,"AUT","4000182",4004625,"ISCED 2","ISCED 3A","female","yes","yes",508.904,523.14,531.863,10.20458,NA,"yes",NA,"2","1","3+","101-200",NA,-0.6495
2022,"AUT","4000180",4003105,"ISCED 3A","ISCED 3A","male","yes","yes",589.134,599.158,632.951,12.52045,NA,"yes",NA,"1","2","1","101-200",NA,1.1598
2022,"AUT","4000009",4000916,"ISCED 3A","ISCED 3A","female","yes","yes",623.214,514.204,567.243,11.52393,NA,"yes",NA,"1","1","1","26-100",NA,-0.7326
2022,"AUT","4000024",4007633,"ISCED 3A","ISCED 3A","male","yes","yes",661.725,611.024,679.436,11.55068,NA,"yes",NA,"0","1","0","201-500",NA,1.108
2022,"AUT","4000225",4002773,"ISCED 3A","ISCED 3A","female","yes","yes",540.922,653.552,675.163,27.6938,NA,"yes",NA,"2","0","3+","101-200",NA,0.5633
2022,"AUT","4000142",4006556,NA,NA,"female","yes","yes",472.766,493.412,454.987,11.9608,NA,"yes",NA,"2","0","3+","more than 500",NA,1.0182
2022,"AUT","4000208",4005414,"ISCED 3A","ISCED 3A","female","yes","yes",474.228,551.426,474.813,7.74825,NA,"yes",NA,"1","0","1","more than 500",NA,0.1621
2022,"AUT","4000107",4007773,NA,"ISCED 3A","female","yes","yes",611.867,641.583,566.028,11.28439,NA,"yes",NA,"2","1","2",NA,NA,1.274
2022,"AUT","4000322",4006604,"ISCED 3A","ISCED 3A","female","yes","yes",455.579,486.591,449.076,8.99108,NA,"yes",NA,"2","0","2","101-200",NA,0.4585
2022,"AUT","4000297",4009038,NA,"ISCED 3A","male","yes","yes",423.501,376.259,425.249,10.47945,NA,"yes",NA,"3+","0","3+","26-100",NA,-0.2991
2022,"AUT","4000298",4003117,"ISCED 2","ISCED 2","female","yes","yes",314.289,320.332,229.932,12.14917,NA,"no",NA,"1","1","1","26-100",NA,-1.22
2022,"AUT","4000084",4002902,"ISCED 2","ISCED 3A","male","yes","yes",408.633,388.962,438.328,15.11166,NA,"yes",NA,"1","1","2","11-25",NA,-0.521
2022,"AUT","4000136",4009403,NA,NA,"female","yes","yes",391.285,447.129,400.264,11.60134,NA,"yes",NA,"2","1","1","more than 500",NA,NA
2022,"AUT","4000280",4004382,"ISCED 2","ISCED 2","female","yes","yes",379.642,370.802,410.057,10.2739,NA,"yes",NA,"2","1","3+","101-200",NA,0.2105
2022,"AUT","4000271",4001086,"ISCED 3A",NA,"female","yes","yes",339.109,396.708,300.49,9.75256,NA,"yes",NA,"1","0","1","26-100",NA,-0.8157
2022,"AUT","4000093",4007103,"ISCED 3A","ISCED 3A","male","yes","yes",624.649,539.44,610.926,14.07059,NA,"yes",NA,"1","2","2","201-500",NA,1.6531
2022,"BEL","5600039",5605734,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",448.978,429.782,441.871,16.59323,NA,"yes",NA,"2","1","1","more than 500",NA,0.289
2022,"BEL","5600069",5604979,NA,NA,"male","yes","yes",502.561,483.558,431.146,17.37455,NA,"yes",NA,"2","2","1","11-25",NA,-0.1524
2022,"BEL","5600131",5611020,"ISCED 3A","ISCED 3A","male","yes","yes",499.16,384.253,406.416,17.56468,NA,"yes",NA,"1","2","2","101-200",NA,0.8259
2022,"BEL","5600117",5601395,"ISCED 3A","ISCED 3A","male","yes","yes",447.32,315.936,375.82,24.5469,NA,"yes",NA,"3+","2","2","101-200",NA,0.7343
2022,"BEL","5600050",5606267,"ISCED 3A","ISCED 3A","female","yes","yes",567.427,497.414,569.99,12.97449,NA,"yes",NA,"1","1","1","more than 500",NA,0.6828
2022,"BEL","5600212",5605611,"ISCED 3A","ISCED 3A","female","yes","yes",587.07,714.587,586.945,22.91124,NA,"yes",NA,"3+","2","2",NA,NA,1.2786
2022,"BEL","5600008",5601280,"ISCED 3A","ISCED 2","female","yes","yes",492.676,503.866,464.202,13.27177,NA,"no",NA,"1","1","1","26-100",NA,-0.8035
2022,"BEL","5600007",5602062,"ISCED 2","ISCED 2","male","yes","yes",395.665,387.19,361.382,23.32402,NA,"no",NA,"1","1","2","26-100",NA,-1.9743
2022,"BEL","5600089",5601132,"ISCED 3A","ISCED 3A","female","yes","yes",607.758,606.12,611.486,18.79909,NA,"yes",NA,"2","1","2",NA,NA,1.3677
2022,"BEL","5600010",5608343,NA,NA,"female","yes","yes",487.702,437.557,441.14,22.03008,NA,"yes",NA,"1","1","0","201-500",NA,0.7051
2022,"BEL","5600275",5601516,"ISCED 3A","ISCED 3A","male","yes","yes",447.728,537.115,492.368,16.21052,NA,"yes",NA,"2","0","3+","26-100",NA,0.5009
2022,"BEL","5600184",5609092,NA,"ISCED 2","male",NA,"yes",301.817,214.64,317.449,17.94796,NA,"yes",NA,"2","1","1","0-10",NA,-1.5016
2022,"BEL","5600113",5610983,"ISCED 3A","ISCED 2","female","yes","yes",577.676,547.095,605.354,1.08,NA,"yes",NA,"1","0","2","201-500",NA,0.1464
2022,"BEL","5600029",5609065,"ISCED 3A","ISCED 2","female","yes","yes",464.229,474.834,558.909,1.04,NA,"yes",NA,"1","1","2","more than 500",NA,1.1784
2022,"BEL","5600101",5610278,"ISCED 2","ISCED 2","male","yes","yes",450.679,419.359,434.288,16.14308,NA,"no",NA,"2","0","2","101-200",NA,0.3295
2022,"BEL","5600133",5610561,"ISCED 3A",NA,"male","yes","yes",294.762,324.523,285.736,12.1002,NA,"yes",NA,"1","1","1","0-10",NA,-0.8989
2022,"BEL","5600127",5602713,"ISCED 3A","ISCED 3B, C","male","yes","yes",433.043,389.207,409.176,7.75067,NA,"yes",NA,"2","0","2","11-25",NA,-0.4394
2022,"BEL","5600108",5600974,"ISCED 3A","ISCED 3A","female","yes","yes",581.868,654.169,578.401,13.72552,NA,"yes",NA,"1","1","2","more than 500",NA,0.39
2022,"BEL","5600023",5607013,"ISCED 3A","ISCED 2","male","yes","yes",467.104,402.563,454.722,14.69745,NA,"yes",NA,"3+","1","2","0-10",NA,-0.3572
2022,"BEL","5600135",5600269,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",615.899,557.202,599.892,11.54015,NA,"yes",NA,"1","0","2","26-100",NA,-0.8821
2022,"BEL","5600113",5601196,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",374.622,412.879,393.185,1.08,NA,"yes",NA,"2","1","2","101-200",NA,-0.9349
2022,"BEL","5600118",5600564,"ISCED 3A","ISCED 3A","female","yes","yes",459.794,516.048,515.222,13.54224,NA,"yes",NA,"1","1","2","201-500",NA,0.1893
2022,"BEL","5600046",5609660,"ISCED 3A","ISCED 3A","female","yes","yes",601.745,610.25,588.998,14.38998,NA,"yes",NA,"2","1","2","201-500",NA,0.9381
2022,"BEL","5600281",5601546,"ISCED 3A","ISCED 3A","female","yes","yes",512.878,548.469,548.678,21.27279,NA,"yes",NA,"1","0","1","11-25",NA,0.4295
2022,"BEL","5600111",5608069,"ISCED 3A","ISCED 3A","female","yes","yes",641.806,584.968,634.553,12.0535,NA,"yes",NA,"3+","1","3+","101-200",NA,0.4295
2022,"BEL","5600261",5605069,"ISCED 3B, C","less than ISCED1","male","yes","yes",512.436,416.99,479.334,20.74334,NA,"yes",NA,"2","2","2","26-100",NA,0.5746
2022,"BEL","5600202",5604396,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",419.774,369.408,411.719,22.68916,NA,"no",NA,"1","1","2","11-25",NA,-0.1495
2022,"BEL","5600241",5603580,"ISCED 3A","ISCED 3B, C","male","yes","yes",448.557,400.936,365.843,16.17292,NA,"yes",NA,"3+","3+","3+","26-100",NA,0.7931
2022,"BEL","5600112",5611062,"ISCED 3A","ISCED 3B, C","female","yes","yes",481.161,428.024,441.729,20.38414,NA,"yes",NA,"2","0","2","more than 500",NA,0.3621
2022,"BEL","5600291",5605328,"ISCED 3A","ISCED 3A","male","yes","yes",377.697,399.296,270.698,14.17044,NA,"yes",NA,"1","1","1","101-200",NA,-0.0234
2022,"BEL","5600259",5610577,"ISCED 3A","ISCED 3A","female","yes","yes",580.273,589.43,619.206,17.35891,NA,"yes",NA,"1","1","2","more than 500",NA,-0.1604
2022,"BEL","5600218",5605801,"ISCED 2","ISCED 3B, C","female","yes","yes",606.617,583.168,580.617,29.55256,NA,"yes",NA,"1","1","2","101-200",NA,-0.298
2022,"BEL","5600238",5600803,"ISCED 3B, C","ISCED 2","male","yes","yes",367.931,322.709,386.266,23.199,NA,"no",NA,"1","1","0","0-10",NA,-1.03
2022,"BEL","5600023",5603895,"ISCED 3A","ISCED 3A","male","yes","yes",479.886,513.401,575.696,14.69745,NA,"yes",NA,"2","1","3+","26-100",NA,0.9352
2022,"BEL","5600205",5607157,"ISCED 2","less than ISCED1","male",NA,NA,417.756,356.967,466.946,20.74019,NA,NA,NA,NA,NA,NA,"26-100",NA,-1.7523
2022,"BEL","5600190",5609934,"ISCED 3A","ISCED 3B, C","male","yes","yes",536.061,447.245,546.577,21.27582,NA,"yes",NA,"1","1","3+","more than 500",NA,0.5745
2022,"BEL","5600272",5604611,"ISCED 1","ISCED 1","female","yes","yes",378.208,373.66,312.058,20.38551,NA,"yes",NA,"1","0","0","11-25",NA,-0.9418
2022,"BEL","5600212",5600371,"ISCED 3A","ISCED 3B, C","female","yes","yes",502.565,463.672,501.52,14.40769,NA,"yes",NA,"2","0","1","11-25",NA,-0.1273
2022,"BEL","5600177",5611403,"ISCED 3A","ISCED 3A","female","yes","yes",503.994,481.527,397.245,13.74089,NA,"yes",NA,"1","3+","2","201-500",NA,1.8061
2022,"BEL","5600158",5601739,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",374.663,363.65,369.375,13.95928,NA,"yes",NA,"1","2","2","101-200",NA,-0.8145
2022,"BEL","5600209",5602422,"ISCED 3A","ISCED 3A","male","yes","yes",650.365,699.349,634.737,19.92851,NA,"yes",NA,"1","1","1",NA,NA,1.2724
2022,"BEL","5600024",5611052,"ISCED 3B, C","ISCED 3A","male","yes","yes",382.247,395.565,457.505,18.46555,NA,"yes",NA,"2","2","3+","101-200",NA,0.0576
2022,"BEL","5600050",5607308,"ISCED 3A","ISCED 3A","male","yes","yes",619.279,561.095,604.107,14.27194,NA,"yes",NA,"1","1","2","201-500",NA,1.1206
2022,"BEL","5600259",5610816,"ISCED 3A","ISCED 3B, C","male","yes","yes",431.493,438.583,396.265,17.44483,NA,"yes",NA,"2","2","2","201-500",NA,0.2076
2022,"BEL","5600137",5603955,"ISCED 3B, C","ISCED 3A","female","yes","yes",468.66,518.881,485.055,17.55022,NA,"yes",NA,"2","0","3+","201-500",NA,0.1017
2022,"BEL","5600165",5611357,"ISCED 3A","ISCED 3A","female","yes","yes",726.822,651.515,726.612,16.11594,NA,"yes",NA,"1","0","1","more than 500",NA,0.5878
2022,"BEL","5600021",5602744,"ISCED 3A","ISCED 3A","female","yes","yes",452.565,460.136,468.232,24.39425,NA,"yes",NA,"1","0","1","0-10",NA,-0.5741
2022,"BEL","5600022",5610868,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",378.186,240.704,348.709,18.04367,NA,"yes",NA,"1","1","1","0-10",NA,0.0071
2022,"BEL","5600209",5609189,"ISCED 3A","ISCED 3B, C","female","yes","yes",497.159,578.66,518.416,19.92851,NA,"yes",NA,"1","2","3+","101-200",NA,0.8782
2022,"BEL","5600294",5603359,"ISCED 3B, C","ISCED 1","male","yes","yes",541.099,390.455,457.276,15.7434,NA,"yes",NA,"3+","3+","3+","more than 500",NA,0.2103
2022,"CAN","12400125",12405632,"ISCED 3A","ISCED 3A","male","yes","yes",533.911,507.032,668.634,10.72892,NA,"yes",NA,"3+","3+","3+","201-500",NA,1.5532
2022,"CAN","12400335",12411368,"ISCED 3A","ISCED 3A","female","no","yes",399.672,462.557,448.94,6.00338,NA,"yes",NA,"1","1","1","11-25",NA,-0.6695
2022,"CAN","12400169",12437519,"ISCED 3A","ISCED 3B, C","female","yes","yes",330.292,321.113,496.01,8.08959,NA,"yes",NA,"1","1","3+","101-200",NA,-0.8309
2022,"CAN","12400219",12416104,"ISCED 1","ISCED 1","male","yes","yes",477.349,449.14,517.253,4.22931,NA,"yes",NA,"1","1","3+","11-25",NA,-2.386
2022,"CAN","12400732",12431858,"ISCED 3A","ISCED 3A","male","yes","yes",363.937,336.271,385.398,5.45317,NA,"yes",NA,"3+","1","3+","201-500",NA,1.7707
2022,"CAN","12400757",12434057,"ISCED 3A","ISCED 3A","male","yes","yes",603.722,648.425,633.079,7.96408,NA,"yes",NA,"1","2","2","101-200",NA,1.3396
2022,"CAN","12400260",12414086,NA,NA,"male","yes",NA,409.895,369.8,457.098,25.34054,NA,"yes",NA,NA,NA,NA,NA,NA,NA
2022,"CAN","12400613",12415999,"ISCED 3A","ISCED 3A","female","yes","yes",372.609,332.802,423.376,3.02748,NA,"yes",NA,"1","1","0","26-100",NA,0.4069
2022,"CAN","12400463",12410859,"ISCED 3A","ISCED 3A","female","yes","yes",374.43,421.207,381.9,43.33361,NA,"yes",NA,"1","1","2","101-200",NA,0.9656
2022,"CAN","12400135",12406392,"ISCED 3A","ISCED 3A","female","yes","yes",405.214,451.235,427.896,7.20101,NA,"yes",NA,"1","0","2","101-200",NA,0.3543
2022,"CAN","12400585",12426776,"ISCED 3A","ISCED 3A","male","yes","yes",404.882,406.467,463.932,1.28155,NA,"yes",NA,"3+","1","0","201-500",NA,0.5423
